"Worksheet exported from: C:\Users\agilent5100d2\Documents\Agilent\ICP Expert\My Results\2024\2024_10_08_Part III Bernardi Nepal spring water (SLRS6).esws"
"Instrument name","MY15110012"
"Software version","7.5.1.11869"
"Firmware version","5174"

"Label","Rack:Tube","Type","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration % RSD","Intensity SD","Intensity % RSD","%RSE","Weight","Volume","Dilution","Internal Standard","Calibration fit","Correlation coefficient","Background correction","%RSE limit","Calibration Coefficient [1]","Calibration Coefficient [2]","Calibration Coefficient [3]","LIMS ID","Customer","Customer Ref.","Sample Date Time","Sample Site","Description","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Concentration Replicate 4","Concentration Replicate 5","Concentration Replicate 6","Concentration Replicate 7","Concentration Replicate 8","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Intensity Replicate 4","Intensity Replicate 5","Intensity Replicate 6","Intensity Replicate 7","Intensity Replicate 8","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3","Flags Replicate 4","Flags Replicate 5","Flags Replicate 6","Flags Replicate 7","Flags Replicate 8"
"Blank","1:1","BLK","08/10/2024 12:46:33","Ca 373.690","Ca Ax","","0.00000","0.00000","ppm","27.96406","-","-","8.50107","30.40","0.75961","-","-","-","-","Quadratic","0.99999","Fitted","-","29.424735983457","1997.59874145655","-0.141244680785647","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","28.86345","31.02445","34.29141","35.45867","22.79813","12.36320","21.55183","37.36130","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Ca 393.366","Ca Ax","","0.00000","0.00000","ppm","2742.98796","-","-","908.42371","33.12","","-","-","-","-","Quadratic","-","Fitted","-","-","-","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","4646.65026","3638.59112","2381.33464","2344.39881","2157.64185","2282.88572","2326.86817","2165.53315","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Ca 396.847","Ca Ax","","0.00000","0.00000","ppm","4320.61473","-","-","1436.48174","33.25","0.57122","-","-","-","-","Quadratic","1.00000","Fitted","-","3448.40146402371","1419647.76922991","-13774.9329964044","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","7356.43338","5695.41632","3762.45237","3659.00588","3448.05102","3566.82447","3671.45233","3405.28211","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Ca 422.673","Ca Ax","","0.00000","0.00000","ppm","145.09832","-","-","48.93693","33.73","1.69870","-","-","-","-","Quadratic","0.99995","Fitted","-","7.42242408249922","46106.3567196018","-11.5292068610661","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","241.18137","199.05967","129.92071","138.06533","104.52617","107.15691","124.81235","116.06409","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Ca 315.887","Ca R","","0.00000","0.00000","ppm","16.89291","-","-","3.54897","21.01","0.80688","-","-","-","-","Quadratic","1.00000","Fitted","-","16.6593782458057","160.950772531773","0.108439929909739","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","11.19087","14.83779","17.42196","21.62673","21.68919","16.43813","17.35195","14.58666","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Ca 317.933","Ca R","","0.00000","0.00000","ppm","15.51232","-","-","6.61955","42.67","0.74055","-","-","-","-","Quadratic","0.99999","Fitted","-","12.8796598188703","1231.49691493322","0.686007778883365","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","7.65262","18.97879","12.58550","23.95179","11.80138","25.07412","15.46634","8.58801","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Ca 373.690","Ca R","","0.00000","0.00000","ppm","21.00081","-","-","7.80313","37.16","0.90604","-","-","-","-","Quadratic","1.00000","Fitted","-","23.4103675205786","485.551684535557","0.279551945854422","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","25.08660","16.06512","27.01741","23.61536","3.61801","23.94344","22.19252","26.46804","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Ca 393.366","Ca R","","0.00000","0.00000","ppm","558.01349","-","-","25.81822","4.63","0.98193","-","-","-","-","Quadratic","0.99998","Fitted","-","554.067464320084","208699.590077246","-614.125802902828","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","576.87460","580.57201","561.09933","549.52113","577.88468","576.65309","530.76626","510.73682","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Ca 396.847","Ca R","","0.00000","0.00000","ppm","824.62204","-","-","41.75122","5.06","1.16704","-","-","-","-","Quadratic","0.99998","Fitted","-","811.48874116379","334793.793529448","-393.158662810438","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","862.68750","840.77718","860.40787","841.35806","814.89090","844.46276","794.62061","737.77144","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Ca 422.673","Ca R","","0.00000","0.00000","ppm","37.40430","-","-","8.87873","23.74","1.32149","-","-","-","-","Quadratic","0.99999","Fitted","-","34.0303802461447","3042.20437629971","0.703704082257161","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","42.12067","33.19469","52.89261","45.21310","31.85767","36.64315","25.00993","32.30259","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Fe 234.350","Fe Ax","","0.00000","0.00000","ppm","13.58584","-","-","4.10321","30.20","1.27092","-","-","-","-","Quadratic","1.00000","Fitted","-","13.9253471704948","3200.66459421464","-424.590036014677","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","20.82104","14.92555","13.16171","13.72264","15.03742","14.75550","8.64959","7.61330","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Fe 238.204","Fe Ax","","0.00000","0.00000","ppm","10.44239","-","-","3.65853","35.04","3.81114","-","-","-","-","Quadratic","0.99998","Fitted","-","11.2504068966376","5916.22934679542","-4310.76331223745","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","13.66482","7.86303","6.64367","7.63920","6.35078","13.99784","15.08520","12.29456","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Fe 259.940","Fe Ax","","0.00000","0.00000","ppm","11.15219","-","-","3.48711","31.27","1.65307","-","-","-","-","Quadratic","0.99999","Fitted","-","10.8379232106356","3596.2108680021","-736.042014483246","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","9.03343","6.92285","10.96688","7.36561","13.22974","17.62962","12.55405","11.51534","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Fe 234.350","Fe R","","0.00000","0.00000","ppm","9.16496","-","-","2.81165","30.68","","-","-","-","-","Quadratic","0.99999","Fitted","-","9.24046686536562","765.966733789575","-189.921291764447","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","12.64030","8.81700","10.64788","7.81179","9.05631","4.60899","12.81398","6.92341","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Fe 238.204","Fe R","","0.00000","0.00000","ppm","8.76968","-","-","4.44732","50.71","2.42873","-","-","-","-","Quadratic","0.99998","Fitted","-","8.39439274122131","1447.00393608675","-366.946923869487","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","8.74797","7.92481","16.27701","9.58099","2.39038","13.31269","7.30632","4.61728","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Fe 259.940","Fe R","","0.00000","0.00000","ppm","8.25517","-","-","3.07471","37.25","","-","-","-","-","Quadratic","1.00000","Fitted","-","8.25516773612414","804.991795141217","1545.83823873775","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","5.16058","11.93544","5.98074","11.35548","3.55052","10.60100","8.42405","9.03355","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","K 766.491","K Ax","","0.00000","0.00000","ppm","30.46030","-","-","10.90788","35.81","3.96594","-","-","-","-","Quadratic","0.99935","Fitted","-","14.0894910692109","32638.0698043389","1380.30781104502","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","25.70736","30.72699","24.42234","33.00326","55.89820","26.89868","21.16969","25.85590","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","K 769.897","K Ax","","0.00000","0.00000","ppm","5910.46812","-","-","21.12413","0.36","2.57225","-","-","-","-","Quadratic","0.99965","Fitted","-","5892.11087674432","22830.6364509884","597.823465414647","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","5917.83917","5955.08448","5916.77818","5891.37204","5900.51921","5896.27847","5914.34729","5891.52613","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","K 766.491","K R","","0.00000","0.00000","ppm","39.46248","-","-","28.15181","71.34","2.83216","-","-","-","-","Linear","0.99993","Fitted","-","20.3021572796583","1057.86788137146","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","9.84521","22.03484","36.24000","85.08026","72.50991","31.30877","50.69307","7.98778","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","K 769.897","K R","","0.00000","0.00000","ppm","12404.74947","-","-","109.92448","0.89","","-","-","-","-","Linear","0.99938","Fitted","-","12620.8878111501","876.968369880503","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","12435.00731","12476.76912","12319.35744","12249.40602","12439.93854","12596.14228","12309.18216","12412.19292","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Li 670.783","Li Ax","","0.000000","0.000000","ppm","1517.752574","-","-","32.147693","2.12","1.484295","-","-","-","-","Quadratic","0.99994","Fitted","-","1357.76976608106","1304439.6947297","6271297.71179095","","","","","","","8","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1474.346889","1475.005936","1513.329461","1532.888698","1530.081401","1558.988988","1504.372482","1553.006735","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Li 670.783","Li R","","0.000000","0.000000","ppm","3326.326622","-","-","24.615621","0.74","","-","-","-","-","Quadratic","1.00000","Fitted","-","3327.51993897327","98757.5451231892","2602.0693889223","","","","","","","8","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3302.038248","3336.581054","3321.477992","3365.751888","3299.452376","3308.316092","3320.810243","3356.185081","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Mg 279.553","Mg Ax","","0.00000","0.00000","ppm","18.88877","-","-","7.62673","40.38","1.46198","-","-","-","-","Quadratic","0.99981","Fitted","-","21.0395698869902","73938.8497609914","-956.914333408869","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","34.81841","20.89309","14.57931","18.05819","13.57717","23.83519","13.00687","12.34196","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Mg 280.270","Mg Ax","","0.00000","0.00000","ppm","8.96228","-","-","2.47082","27.57","0.51031","-","-","-","-","Quadratic","0.99998","Fitted","-","9.50742365261399","18189.9362762593","-117.839377267174","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","10.79172","14.06173","8.27684","9.38742","6.60699","7.35858","8.29406","6.92089","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Mg 285.213","Mg Ax","","0.00000","0.00000","ppm","10.85819","-","-","3.62701","33.40","0.33366","-","-","-","-","Quadratic","0.99999","Fitted","-","10.8369273454354","10044.6092685969","-17.6728593941734","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","15.12400","13.87711","7.50151","10.99969","15.19754","9.85211","5.38971","8.92386","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Mg 279.553","Mg R","","0.00000","0.00000","ppm","8.22428","-","-","4.45021","54.11","0.44734","-","-","-","-","Quadratic","1.00000","Fitted","-","7.31993212686575","22222.4851248919","-32.604386252262","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","5.65093","14.73571","9.72918","0.30016","12.30137","8.63892","8.91270","5.52528","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Mg 280.270","Mg R","","0.00000","0.00000","ppm","7.32979","-","-","2.85424","38.94","0.79244","-","-","-","-","Quadratic","1.00000","Fitted","-","7.17427700713529","5417.78884283436","1.49466281883804","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","8.82576","2.72242","3.39130","9.14476","9.43000","6.81992","7.84004","10.46409","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Mg 285.213","Mg R","","0.00000","0.00000","ppm","14.68836","-","-","3.39617","23.12","0.82074","-","-","-","-","Quadratic","1.00000","Fitted","-","13.9590139868724","2599.69761114732","2.27863361992837","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","16.78649","15.96856","11.52353","17.75577","18.57363","8.52944","13.25292","15.11651","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Mn 257.610","Mn Ax","","0.00000","0.00000","ppm","9.39241","-","-","3.29739","35.11","0.99291","-","-","-","-","Quadratic","0.99998","Fitted","-","11.2323694521966","75928.7928818312","-38652.9177018758","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","9.53811","6.16382","5.64744","6.15093","9.75495","10.28217","14.61924","12.98261","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Mn 259.372","Mn Ax","","0.00000","0.00000","ppm","9.05004","-","-","3.73238","41.24","0.91070","-","-","-","-","Quadratic","0.99999","Fitted","-","8.60871690976148","27753.552635105","-13186.3076143493","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","6.73861","10.31637","3.63952","13.89864","11.72579","11.24962","10.61331","4.21847","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Mn 257.610","Mn R","","0.00000","0.00000","ppm","10.06503","-","-","3.55111","35.28","2.03837","-","-","-","-","Quadratic","0.99999","Fitted","-","11.2393210527408","18781.9027431998","-409.73954196088","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","13.56333","9.15395","10.14822","10.98042","13.17139","12.19698","2.39472","8.91126","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Mn 259.372","Mn R","","0.00000","0.00000","ppm","8.27195","-","-","4.87038","58.88","2.80526","-","-","-","-","Quadratic","0.99999","Fitted","-","9.80759538801408","6893.67142952532","-11.0824465214973","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.78741","5.31786","15.60502","4.68886","9.24343","13.56520","6.80539","10.16243","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Na 568.821","Na Ax","","0.00000","0.00000","ppm","14.38004","-","-","21.47133","> 100.00","5.27322","-","-","-","-","Rational","0.99978","Fitted","-","-13.2580611520384","425.029285817643","-0.00407351203085191","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","9.88547","12.97494","-0.83001","4.70065","9.40978","8.03613","66.48504","4.37833","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Na 588.995","Na Ax","","0.00000","0.00000","ppm","6863.46110","-","-","176.49997","2.57","2.80746","-","-","-","-","Quadratic","0.99966","Fitted","-","6541.97480974545","152509.063596676","957.931600752279","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","6608.57707","6849.19605","6969.94234","6780.07574","6648.17835","6911.06936","7056.06962","7084.58026","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Na 589.592","Na Ax","","0.00000","0.00000","ppm","381.30957","-","-","18.01440","4.72","2.89943","-","-","-","-","Quadratic","0.99966","Fitted","-","365.243557754824","73311.5983508814","906.463024215006","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","394.19132","380.61748","413.38349","356.32426","374.95960","390.45620","363.76923","376.77501","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Na 568.821","Na R","","0.00000","0.00000","ppm","141.17699","-","-","58.21296","41.23","6.13799","-","-","-","-","Linear","0.99956","Fitted","-","95.0474913504045","82.3037568083545","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","127.86350","91.09239","195.26018","125.23559","146.80212","194.66350","39.42342","209.07519","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Na 588.995","Na R","","0.00000","0.00000","ppm","7411.90740","-","-","148.06366","2.00","0.90892","-","-","-","-","Linear","0.99998","Fitted","-","7149.79150829128","12399.1787154995","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","7558.20698","7695.87910","7363.23748","7254.17368","7347.70958","7422.95510","7378.27924","7274.81808","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Na 589.592","Na R","","0.00000","0.00000","ppm","519.97391","-","-","18.39040","3.54","1.59061","-","-","-","-","Linear","0.99999","Fitted","-","504.791547918868","6086.20861664908","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","491.21729","538.31715","505.54465","539.17227","508.18464","509.75957","534.72686","532.86886","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","S 180.669","S Ax","","0.00000","0.00000","ppm","4.21295","-","-","0.73833","17.53","2.18151","-","-","-","-","Linear","0.99999","Fitted","-","4.17954337205854","30.5103474712412","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","2.75655","5.21883","3.95308","3.86783","4.72924","4.39588","4.64888","4.13329","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","S 181.972","S Ax","","0.00000","0.00000","ppm","6.37336","-","-","1.81115","28.42","2.06016","-","-","-","-","Linear","0.99994","Fitted","-","5.3982215484972","82.2525605584061","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","8.86741","5.91924","8.92998","6.23783","5.28577","3.46687","5.79259","6.48719","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","S 180.669","S R","","0.00000","0.00000","ppm","3.73666","-","-","1.10276","29.51","2.78005","-","-","-","-","Linear","0.99997","Fitted","-","3.5973069933641","25.7238836359572","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","4.11926","1.82830","3.22172","5.26498","2.86451","4.77134","4.25148","3.57172","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","S 181.972","S R","","0.00000","0.00000","ppm","5.98481","-","-","2.78405","46.52","2.45733","-","-","-","-","Linear","0.99995","Fitted","-","4.54444446779712","69.3747361565058","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","3.13276","7.01633","9.64788","9.17835","2.82038","7.18214","6.07594","2.82472","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Si 251.432","Si Ax","","0.00000","0.00000","ppm","4.44793","-","-","1.89877","42.69","1.52419","-","-","-","-","Quadratic","0.99989","Fitted","-","5.18090180662725","127.962221633041","-0.276238043140026","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","5.42402","6.96778","4.04149","3.87610","5.36718","1.37348","6.14816","2.38524","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Si 251.611","Si Ax","","0.00000","0.00000","ppm","6.79597","-","-","1.31211","19.31","1.83055","-","-","-","-","Quadratic","0.99985","Fitted","-","7.68891064967018","368.074966434895","-0.928336061451667","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","7.38099","6.94056","6.47871","8.90284","7.18573","6.23289","4.22158","7.02443","","","","","","","",""
"Blank","1:1","BLK","08/10/2024 12:46:33","Si 288.158","Si Ax","","0.00000","0.00000","ppm","230.42213","-","-","5.92229","2.57","1.25742","-","-","-","-","Quadratic","0.99986","Fitted","-","231.875021462618","2140.44705339266","-4.95890201330917","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","238.05291","226.38516","225.64580","235.50267","233.71833","223.13963","225.05977","235.87274","","","","","","","",""
