"Worksheet exported from: C:\Users\agilent5100d2\Documents\Agilent\ICP Expert\My Results\2024\2024_10_10_PartIII Bernardi Nepal Springs 2 (SLRS5, NOT 6).esws"
"Instrument name","MY15110012"
"Software version","7.5.1.11869"
"Firmware version","5174"

"Label","Rack:Tube","Type","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration % RSD","Intensity SD","Intensity % RSD","%RSE","Weight","Volume","Dilution","Internal Standard","Calibration fit","Correlation coefficient","Background correction","%RSE limit","Calibration Coefficient [1]","Calibration Coefficient [2]","Calibration Coefficient [3]","LIMS ID","Customer","Customer Ref.","Sample Date Time","Sample Site","Description","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Concentration Replicate 4","Concentration Replicate 5","Concentration Replicate 6","Concentration Replicate 7","Concentration Replicate 8","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Intensity Replicate 4","Intensity Replicate 5","Intensity Replicate 6","Intensity Replicate 7","Intensity Replicate 8","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3","Flags Replicate 4","Flags Replicate 5","Flags Replicate 6","Flags Replicate 7","Flags Replicate 8"
"Blank","1:1","BLK","10/10/2024 10:17:02","Ca 373.690","Ca Ax","","0.00000","0.00000","ppm","31.98819","-","-","11.36603","35.53","0.72262","-","-","-","-","Quadratic","0.99999","Fitted","-","24.9394597420808","2074.5083602858","-0.410388119986806","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","57.38064","27.56849","30.57094","22.62130","23.45735","25.57336","37.90292","30.83051","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Ca 393.366","Ca Ax","","0.00000","0.00000","ppm","1725.20440","-","-","235.49354","13.65","","-","-","-","-","Quadratic","-","Fitted","-","-","-","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","2285.81403","1789.25503","1672.04621","1642.87651","1617.62383","1598.75250","1590.60403","1604.66309","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Ca 396.847","Ca Ax","","0.00000","0.00000","ppm","2675.25619","-","-","368.28499","13.77","1.01820","-","-","-","-","Quadratic","0.99999","Fitted","-","2565.7479078736","1451040.09841928","-13649.297269005","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","3548.05086","2792.17820","2579.50189","2547.40599","2482.98437","2466.52765","2467.28746","2518.11308","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Ca 422.673","Ca Ax","","0.00000","0.00000","ppm","93.30554","-","-","15.88374","17.02","2.34713","-","-","-","-","Quadratic","0.99989","Fitted","-","64.2092334288707","46416.5400450427","2.38733377769086","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","129.40864","95.80849","84.94299","81.48942","99.18945","85.16388","87.97453","82.46694","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Ca 315.887","Ca R","","0.00000","0.00000","ppm","17.57477","-","-","4.08743","23.26","1.74753","-","-","-","-","Quadratic","1.00000","Fitted","-","13.4626247370168","170.706579022564","0.0823161889385347","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","17.11763","15.36818","20.11246","9.94061","17.45296","23.63177","16.39157","20.58302","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Ca 317.933","Ca R","","0.00000","0.00000","ppm","17.19118","-","-","8.30915","48.33","1.04530","-","-","-","-","Quadratic","1.00000","Fitted","-","-0.122331224732989","1307.04459412729","0.661270823096174","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","9.02410","6.58734","26.45981","25.78582","17.18576","21.57705","23.17199","7.73760","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Ca 373.690","Ca R","","0.00000","0.00000","ppm","23.86528","-","-","7.17541","30.07","1.83823","-","-","-","-","Quadratic","1.00000","Fitted","-","21.0854217981748","509.036892775944","0.338392788043947","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","32.27603","16.30190","17.08089","21.62625","15.98803","33.34413","25.16411","29.14093","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Ca 393.366","Ca R","","0.00000","0.00000","ppm","435.20896","-","-","11.30297","2.60","1.34753","-","-","-","-","Quadratic","0.99999","Fitted","-","434.261087642628","212174.072947276","-609.330883079354","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","427.29886","430.02024","417.03803","449.91690","434.10316","451.12021","437.17529","434.99897","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Ca 396.847","Ca R","","0.00000","0.00000","ppm","630.24735","-","-","10.44318","1.66","1.62753","-","-","-","-","Quadratic","0.99998","Fitted","-","629.925225463629","341529.728917459","-408.544674437986","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","630.08544","635.09247","608.02319","641.91557","625.07819","630.25329","632.43050","639.10016","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Ca 422.673","Ca R","","0.00000","0.00000","ppm","12.93577","-","-","8.28365","64.04","0.90232","-","-","-","-","Quadratic","0.99999","Fitted","-","17.9945622364922","3093.82824043403","1.0214649450931","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","5.21918","-1.32158","18.35406","9.50273","15.76382","22.58240","11.84074","21.54484","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Fe 234.350","Fe Ax","","0.00000","0.00000","ppm","13.92540","-","-","4.86491","34.94","1.79120","-","-","-","-","Quadratic","0.99999","Fitted","-","13.8641773791056","3310.27296781911","-1165.65180036705","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","13.91179","15.18014","22.31866","10.48203","10.88899","19.64704","9.01692","9.95762","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Fe 238.204","Fe Ax","","0.00000","0.00000","ppm","5.83121","-","-","2.76468","47.41","3.89524","-","-","-","-","Quadratic","0.99994","Fitted","-","6.99779226008559","6132.71567404129","-3904.4839141377","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","3.95136","5.05173","6.95546","7.39312","7.11210","1.55235","4.05360","10.57991","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Fe 259.940","Fe Ax","","0.00000","0.00000","ppm","7.96235","-","-","2.59844","32.63","1.83021","-","-","-","-","Quadratic","0.99997","Fitted","-","8.70270213707542","3796.52445096541","-1793.17371856648","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","7.34657","9.38678","12.38909","7.56829","4.28155","6.48299","5.96351","10.28003","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Fe 234.350","Fe R","","0.00000","0.00000","ppm","8.18033","-","-","2.72073","33.26","","-","-","-","-","Quadratic","1.00000","Fitted","-","8.18032705876331","750.761626913843","1048.98091873139","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","8.51951","12.81508","7.36880","5.77648","6.92177","4.41458","10.97213","8.65427","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Fe 238.204","Fe R","","0.00000","0.00000","ppm","8.48446","-","-","3.79999","44.79","2.78411","-","-","-","-","Quadratic","0.99999","Fitted","-","8.23913057867026","1480.51274406524","529.038736058923","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","4.63084","12.21088","11.23598","12.41350","4.21057","5.10466","5.94918","12.12010","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Fe 259.940","Fe R","","0.00000","0.00000","ppm","8.45663","-","-","2.44687","28.93","","-","-","-","-","Quadratic","0.99994","Fitted","-","8.62245423537786","977.715730463675","-652.050764801854","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","5.09698","8.62257","6.22621","10.86165","8.66484","9.82936","12.08045","6.27103","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","K 766.491","K Ax","","0.00000","0.00000","ppm","57.46345","-","-","18.12430","31.54","4.06286","-","-","-","-","Quadratic","0.99921","Fitted","-","-81.8161712233616","33425.4398334031","916.512940964998","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","83.56623","52.30665","53.38700","73.85288","70.94299","43.99228","26.87047","54.78912","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","K 769.897","K Ax","","0.00000","0.00000","ppm","5907.10025","-","-","46.89290","0.79","2.73941","-","-","-","-","Quadratic","0.99967","Fitted","-","5995.92508618074","23488.6728274877","588.669385497205","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","5814.32944","5955.62450","5963.83798","5879.15198","5919.83306","5907.62978","5919.74089","5896.65441","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","K 766.491","K R","","0.00000","0.00000","ppm","35.57234","-","-","33.55841","94.34","3.77367","-","-","-","-","Linear","0.99989","Fitted","-","-66.8871113922733","1078.87663863434","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","19.27430","4.06160","67.30388","66.40796","47.85628","15.11633","-12.86423","77.42259","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","K 769.897","K R","","0.00000","0.00000","ppm","12993.53351","-","-","170.24140","1.31","","-","-","-","-","Linear","0.99644","Fitted","-","14352.2579151548","851.482409217009","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","13098.13396","12912.95721","12955.87431","12673.08594","12956.74133","13065.44028","13265.73895","13020.29607","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Li 670.783","Li Ax","","0.000000","0.000000","ppm","1512.193901","-","-","37.147729","2.46","1.996126","-","-","-","-","Quadratic","0.99990","Fitted","-","1392.47086816786","1333777.46965555","6629096.83315445","","","","","","","8","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1479.682239","1532.820484","1456.374613","1522.559486","1508.560976","1561.251322","1553.244991","1483.057098","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Li 670.783","Li R","","0.000000","0.000000","ppm","3490.238855","-","-","30.920636","0.89","","-","-","-","-","Quadratic","0.99997","Fitted","-","3477.23053734716","90921.7048331187","86066.1613175347","","","","","","","8","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3472.802731","3449.989765","3494.545749","3543.291093","3524.189851","3462.884653","3489.834766","3484.372234","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Mg 279.553","Mg Ax","","0.00000","0.00000","ppm","13.73385","-","-","2.18402","15.90","1.06877","-","-","-","-","Quadratic","0.99993","Fitted","-","13.5321553435644","75830.1542492017","-961.027374487689","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","14.40610","12.71675","13.49204","12.40698","13.14954","11.02057","18.43736","14.24149","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Mg 280.270","Mg Ax","","0.00000","0.00000","ppm","7.92876","-","-","2.58584","32.61","0.98840","-","-","-","-","Quadratic","0.99999","Fitted","-","6.80839080104947","18568.0955399193","-116.778016227835","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","12.66312","10.87564","7.37676","5.48031","7.47608","6.05051","7.96101","5.54667","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Mg 285.213","Mg Ax","","0.00000","0.00000","ppm","13.78999","-","-","1.33556","9.68","1.29610","-","-","-","-","Quadratic","1.00000","Fitted","-","13.2349704563781","10219.9620644783","-13.3076213151292","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","12.87023","12.77664","12.19338","15.58812","13.21710","14.70355","13.32345","15.64747","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Mg 279.553","Mg R","","0.00000","0.00000","ppm","9.75397","-","-","2.22035","22.76","1.12717","-","-","-","-","Quadratic","0.99999","Fitted","-","6.18268804480965","23005.1911666223","-15.6233993909818","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","11.97870","12.04276","8.95032","9.95978","12.12060","6.26694","9.34784","7.36480","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Mg 280.270","Mg R","","0.00000","0.00000","ppm","5.69097","-","-","4.46337","78.43","0.97853","-","-","-","-","Quadratic","0.99999","Fitted","-","-2.18496112723699","5621.91547989435","2.41665299617341","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.56944","7.64912","9.76071","3.54574","4.90773","-1.15027","9.24887","10.99641","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Mg 285.213","Mg R","","0.00000","0.00000","ppm","17.46271","-","-","2.79873","16.03","1.11009","-","-","-","-","Quadratic","0.99999","Fitted","-","13.4928718932476","2658.45426054082","3.43124342537055","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","17.51077","23.03681","15.19958","17.08453","17.85144","13.69157","19.08466","16.24233","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Mn 257.610","Mn Ax","","0.00000","0.00000","ppm","13.68015","-","-","3.45121","25.23","1.41279","-","-","-","-","Quadratic","0.99997","Fitted","-","14.742055501826","78362.7986174223","-42271.5507483575","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","21.41782","14.05550","14.13086","13.61440","10.18175","11.56350","13.30673","11.17067","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Mn 259.372","Mn Ax","","0.00000","0.00000","ppm","5.88661","-","-","2.80855","47.71","1.23505","-","-","-","-","Quadratic","1.00000","Fitted","-","7.10137900471568","28774.8502390571","-14718.7104293082","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","3.40954","5.68575","6.38529","6.49394","11.97777","5.96221","4.20461","2.97372","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Mn 257.610","Mn R","","0.00000","0.00000","ppm","10.82056","-","-","4.96691","45.90","2.60548","-","-","-","-","Quadratic","0.99999","Fitted","-","10.6550212981168","19930.3973961121","-2346.32529248996","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","18.05836","15.30961","4.87628","8.45362","11.16074","9.55740","14.78958","4.35890","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Mn 259.372","Mn R","","0.00000","0.00000","ppm","9.92361","-","-","5.19050","52.30","0.86422","-","-","-","-","Quadratic","1.00000","Fitted","-","10.3156814944695","7118.70275542018","832.35262970184","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","4.24587","4.47387","9.14102","16.10730","11.78328","5.99203","18.20908","9.43640","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Na 568.821","Na Ax","","0.00000","0.00000","ppm","-13.60369","-","-","16.44753","> 100.00","","-","-","-","-","Rational","0.99996","Fitted","-","-18.8062787633146","452.482259615395","-0.00257889799144242","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","-20.72356","-25.41888","-7.32755","-30.76194","-0.84702","-31.20012","-8.45398","15.90351","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Na 588.995","Na Ax","","0.00000","0.00000","ppm","6730.83975","-","-","111.41743","1.66","3.16050","-","-","-","-","Quadratic","0.99940","Fitted","-","6272.79835260265","148896.699264021","1135.24663332189","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","6657.60068","6607.33666","6646.68322","6862.82755","6747.45730","6743.24710","6921.47401","6660.09146","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Na 589.592","Na Ax","","0.00000","0.00000","ppm","197.55481","-","-","22.22324","11.25","3.42703","-","-","-","-","Quadratic","0.99959","Fitted","-","130.061503843935","72498.338489987","898.274240179187","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","181.82046","196.25980","191.79077","205.44747","198.84949","174.30986","185.22856","246.73205","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Na 568.821","Na R","","0.00000","0.00000","ppm","156.24565","-","-","56.75440","36.32","3.92350","-","-","-","-","Linear","0.99928","Fitted","-","62.9421274940378","83.5949170235704","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","75.83026","179.93895","123.30604","170.96222","271.10556","156.05652","147.24409","125.52155","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Na 588.995","Na R","","0.00000","0.00000","ppm","7049.53147","-","-","150.68711","2.14","1.61723","-","-","-","-","Linear","0.99998","Fitted","-","6609.83221545454","12378.805209038","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","6862.32388","7113.55546","7074.41458","7021.60599","6931.13775","6939.80861","7105.11740","7348.28809","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Na 589.592","Na R","","0.00000","0.00000","ppm","92.26284","-","-","37.00847","40.11","0.77695","-","-","-","-","Linear","0.99998","Fitted","-","54.3689846558605","6078.01385393436","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","78.56847","72.70279","44.86319","104.97358","99.81279","169.07884","100.12032","67.98271","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","S 180.669","S Ax","","0.00000","0.00000","ppm","5.00716","-","-","1.84114","36.77","2.21091","-","-","-","-","Linear","0.99997","Fitted","-","3.72339055841264","32.4531212871296","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","7.75930","4.50187","3.89291","7.85274","4.86441","4.21397","4.28705","2.68507","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","S 181.972","S Ax","","0.00000","0.00000","ppm","5.04889","-","-","2.09532","41.50","2.75602","-","-","-","-","Linear","0.99999","Fitted","-","5.02376660025658","85.9744269917178","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","5.93158","5.40202","4.70217","5.64571","2.69326","2.93535","3.81229","9.26872","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","S 180.669","S R","","0.00000","0.00000","ppm","3.79899","-","-","1.88535","49.63","0.95784","-","-","-","-","Linear","0.99998","Fitted","-","3.27620977300937","26.3787624286333","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","4.74267","2.44307","3.80216","2.97394","2.59394","2.69200","3.07141","8.07275","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","S 181.972","S R","","0.00000","0.00000","ppm","6.21652","-","-","1.69865","27.32","1.43591","-","-","-","-","Linear","0.99998","Fitted","-","6.20449342216017","70.8094519238658","-","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","6.74432","9.00050","3.97923","4.14098","6.99189","5.78600","7.50730","5.58195","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Si 251.432","Si Ax","","0.00000","0.00000","ppm","3.88711","-","-","1.40081","36.04","1.64494","-","-","-","-","Quadratic","0.99991","Fitted","-","4.13117009891766","130.857721870486","-0.289964292815942","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","2.16357","4.18968","3.43281","3.48405","3.42729","7.04502","3.54869","3.80580","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Si 251.611","Si Ax","","0.00000","0.00000","ppm","6.50075","-","-","2.03267","31.27","1.63704","-","-","-","-","Quadratic","0.99986","Fitted","-","5.50946803693779","374.271833845807","-0.985466632541957","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","6.02087","6.79515","8.04121","7.59418","4.33446","8.29990","8.19335","2.72687","","","","","","","",""
"Blank","1:1","BLK","10/10/2024 10:17:02","Si 288.158","Si Ax","","0.00000","0.00000","ppm","225.06175","-","-","4.75525","2.11","1.40363","-","-","-","-","Quadratic","0.99983","Fitted","-","223.118302706218","2225.00012754348","-5.66613776747917","","","","","","","8","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","230.10300","221.18571","224.17132","226.34419","220.23197","218.69929","228.26879","231.48970","","","","","","","",""
